id	filename	md5	size	state
0123f97c-f8a3-4ace-b423-b728d431cac9	0123f97c-f8a3-4ace-b423-b728d431cac9/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_F01_1361686.grch38.seg.v2.txt	c5aa0a9a273466cbf5d7f53b628da148	88946	validated
029517fe-0995-43d5-b61e-cd968073f39c	029517fe-0995-43d5-b61e-cd968073f39c/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D05_1348482.grch38.seg.v2.txt	8e1f7ef6ec402f28b838a083d16c7267	24272	validated
0427a79d-5443-43b7-ad7a-7d6cde9989b1	0427a79d-5443-43b7-ad7a-7d6cde9989b1/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G09_1348350.grch38.seg.v2.txt	e62157387df04df5bb4642c4d271dab8	17504	validated
05167318-c823-4d45-9225-9b380fafbc96	05167318-c823-4d45-9225-9b380fafbc96/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B01_1348512.grch38.seg.v2.txt	b2d236dc7a4caba6305477ee2cba9ec9	28220	validated
08c898e1-be4a-4d68-852e-6a665d25bd8a	08c898e1-be4a-4d68-852e-6a665d25bd8a/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D06_1348572.grch38.seg.v2.txt	4e2d67b2462b1c968616964650a5bea7	48410	validated
0a7eddd9-a692-4c57-b921-34248c4cc94a	0a7eddd9-a692-4c57-b921-34248c4cc94a/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E03_1348316.grch38.seg.v2.txt	5bbb8ebaca512d18a008c1050f1c597e	38141	validated
0ab363a1-c246-4c5b-87f0-f58c6393b68c	0ab363a1-c246-4c5b-87f0-f58c6393b68c/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E02_1361630.grch38.seg.v2.txt	c10110915287b9b0d7c0e365eea3aa25	28763	validated
0bf90e8d-2232-452f-968b-7aae5ae42260	0bf90e8d-2232-452f-968b-7aae5ae42260/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E06_1348508.grch38.seg.v2.txt	c560ce82336beabc8caa357ceaa843b7	34363	validated
0c0f5938-bb3c-424a-8d25-f80ee281e4ed	0c0f5938-bb3c-424a-8d25-f80ee281e4ed/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C11_1348522.grch38.seg.v2.txt	b4d407b4df658b21c67d8d0973eae2e9	23294	validated
152d40ae-56ba-42eb-800d-79c4be12df5c	152d40ae-56ba-42eb-800d-79c4be12df5c/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_D10_1361652.grch38.seg.v2.txt	eef0cef0011ec2b2f0ba665ac6f56dac	36175	validated
15fc6276-4697-4fdf-b1cc-b3d8f5d728dc	15fc6276-4697-4fdf-b1cc-b3d8f5d728dc/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_D08_1361766.grch38.seg.v2.txt	073cbebc23c2f20da10e3a0026485381	25367	validated
18bfa23c-e013-4650-9878-5a1b15aacc45	18bfa23c-e013-4650-9878-5a1b15aacc45/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F01_1348434.grch38.seg.v2.txt	cda596350072c1ed6e2d0ce5336c50fc	71964	validated
18d27a83-00fd-4c2d-ba4c-b5f0ee79e0c1	18d27a83-00fd-4c2d-ba4c-b5f0ee79e0c1/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E06_1348372.grch38.seg.v2.txt	99424d2536f0ddc0df546a3f4d0f33aa	31373	validated
18d53452-4faa-49b3-9dc2-655bb869e1c2	18d53452-4faa-49b3-9dc2-655bb869e1c2/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E05_1348374.grch38.seg.v2.txt	9999f5862053c1962e63e5da8a3afa6f	17547	validated
19442d2d-ae71-4cf2-b7df-ab4364353dbc	19442d2d-ae71-4cf2-b7df-ab4364353dbc/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C04_1348582.grch38.seg.v2.txt	bdf9e020f6dbd7a218581ccd9e2f7b12	41044	validated
1d8d8a05-77ba-4aad-82af-c989568fb30e	1d8d8a05-77ba-4aad-82af-c989568fb30e/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F12_1348250.grch38.seg.v2.txt	d76f91c715d8f8c96746a22d28186cc3	35966	validated
22862cad-90f0-4e4c-a102-c3bffa8e3a31	22862cad-90f0-4e4c-a102-c3bffa8e3a31/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_A12_1348544.grch38.seg.v2.txt	83119952acc0ffb377dfb3e22c2fe365	26752	validated
22d287c2-a32f-4b08-b6bd-f9bb097028db	22d287c2-a32f-4b08-b6bd-f9bb097028db/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B12_1348446.grch38.seg.v2.txt	772227c902802107ae971c989ac27550	25299	validated
2740bad2-5672-4fb9-81aa-2bb3bb60d90a	2740bad2-5672-4fb9-81aa-2bb3bb60d90a/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C05_1348464.grch38.seg.v2.txt	275d85e04a547f003160629247bdd848	19444	validated
2aa4bc40-6de8-4071-9600-f3225cf8b9e9	2aa4bc40-6de8-4071-9600-f3225cf8b9e9/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A05_1348284.grch38.seg.v2.txt	da3b2111f5d6d934b0918705db91c4e7	30072	validated
2b059b73-ef28-407a-9efb-1b5ba5c37f66	2b059b73-ef28-407a-9efb-1b5ba5c37f66/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F07_1348352.grch38.seg.v2.txt	c52bf23cb4877df365885fa941e15093	40384	validated
2e5b5571-4b29-4361-ba2e-2bd45a923d81	2e5b5571-4b29-4361-ba2e-2bd45a923d81/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B10_1348452.grch38.seg.v2.txt	5f655bc8c9539dd1e6f0aa4937670e22	27265	validated
2ef8faaf-39d2-4347-8ccf-a7ab3bdd5a3b	2ef8faaf-39d2-4347-8ccf-a7ab3bdd5a3b/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D06_1348308.grch38.seg.v2.txt	4bdce79ef6f17f1a7d4b20011ffa2d37	69280	validated
30e7dd0a-cd2c-4458-a099-6883ca31ba42	30e7dd0a-cd2c-4458-a099-6883ca31ba42/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F03_1348580.grch38.seg.v2.txt	8329f1e4affd77a91a6b15785f9e30cd	38060	validated
3157a59c-48dd-494d-8ca2-782689800d34	3157a59c-48dd-494d-8ca2-782689800d34/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G05_1348458.grch38.seg.v2.txt	9f1a5781ee3871d2f68d777417842821	37799	validated
31e00567-9bff-4bb3-8545-47bf8639f8dd	31e00567-9bff-4bb3-8545-47bf8639f8dd/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D08_1348486.grch38.seg.v2.txt	bb29657202fa4028b2a02afec62242af	31980	validated
3267c40a-a6de-4294-adaf-ff2a0f03f00f	3267c40a-a6de-4294-adaf-ff2a0f03f00f/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_A03_1348516.grch38.seg.v2.txt	72a489f7fdd4bcb54265045f1595f491	31558	validated
32841359-29d7-4fb1-9364-feb5a2db9526	32841359-29d7-4fb1-9364-feb5a2db9526/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G09_1348510.grch38.seg.v2.txt	ca393d2576848d98d609b785738ad389	50772	validated
3940e1fc-770d-4fb1-871c-a6f6fc07cc7a	3940e1fc-770d-4fb1-871c-a6f6fc07cc7a/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F04_1348258.grch38.seg.v2.txt	e781b605d10a373de1aa53f3e2e09744	26174	validated
3a4a8ae1-6e47-453f-89db-de415879dbd9	3a4a8ae1-6e47-453f-89db-de415879dbd9/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D04_1348406.grch38.seg.v2.txt	9706cccc9da1b3105a394299e8e9f53d	20725	validated
3aaa72a4-dbc9-4f16-8425-0804d02ff822	3aaa72a4-dbc9-4f16-8425-0804d02ff822/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D09_1348392.grch38.seg.v2.txt	db9c39fbca52a89a4a22bf1c5ad0fcef	32414	validated
3b446b06-ea89-4f41-8b30-8563584bdc06	3b446b06-ea89-4f41-8b30-8563584bdc06/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B05_1348320.grch38.seg.v2.txt	94378d28acb87af9843692a9be2f7357	21073	validated
3c7d8ba4-3def-4d5b-b8df-f2f667f3cbc6	3c7d8ba4-3def-4d5b-b8df-f2f667f3cbc6/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B02_1348340.grch38.seg.v2.txt	55a6f33884b845bd93f66e8fe055c4c7	17003	validated
3d88c8c5-b550-4073-a11a-699be9340ba8	3d88c8c5-b550-4073-a11a-699be9340ba8/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E11_1348312.grch38.seg.v2.txt	e178b6a7dc2c968477b630a900db0572	30607	validated
3e2c5e7b-d79d-494c-8b2c-584a208caab3	3e2c5e7b-d79d-494c-8b2c-584a208caab3/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B08_1348532.grch38.seg.v2.txt	c58e76ad925d7502ae4775f8d85bfb29	19863	validated
3f734995-40e7-4fe5-bec0-f6ab4eb43b59	3f734995-40e7-4fe5-bec0-f6ab4eb43b59/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D10_1348300.grch38.seg.v2.txt	2361f67d9eb682317f5178a80800204d	24916	validated
404b6cd5-bd90-44b2-90cc-80bfce966c26	404b6cd5-bd90-44b2-90cc-80bfce966c26/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B09_1348610.grch38.seg.v2.txt	426d60cd53d68ea00d528853d6b152ce	39120	validated
42a92e6f-7a2e-4be3-b795-03acf3047049	42a92e6f-7a2e-4be3-b795-03acf3047049/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C02_1348278.grch38.seg.v2.txt	140756f0fdb199640a2b624c33b055db	20574	validated
434eba82-8452-487b-88e7-eaa264f92820	434eba82-8452-487b-88e7-eaa264f92820/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D11_1348426.grch38.seg.v2.txt	7695a7ed4ad5e9ca9950398b31203c37	30718	validated
43a44bf5-c22e-4849-b76d-c23769ba1ac1	43a44bf5-c22e-4849-b76d-c23769ba1ac1/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A03_1348310.grch38.seg.v2.txt	975d19f896ad650d10c333aecb861dbb	53389	validated
4418dca4-9d93-41db-9d7e-26019ceb9911	4418dca4-9d93-41db-9d7e-26019ceb9911/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F05_1348420.grch38.seg.v2.txt	a723946fd68899080a001bccc85e245b	26351	validated
442e6974-473d-49c8-8cdb-ccce226ef345	442e6974-473d-49c8-8cdb-ccce226ef345/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C06_1348468.grch38.seg.v2.txt	2aab3479956d253c8d23bf030d959c0a	21225	validated
4586eb63-6326-43d2-8f20-2b9367eeda7e	4586eb63-6326-43d2-8f20-2b9367eeda7e/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_A05_1348546.grch38.seg.v2.txt	8f62d6dd313ee5f43bf3374eb8f27fe4	21762	validated
45aabf4e-8601-41f1-9ea0-bd5b34e582ef	45aabf4e-8601-41f1-9ea0-bd5b34e582ef/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D01_1348590.grch38.seg.v2.txt	09bb06abecc3ceb0c6924ffb6689f02d	21261	validated
46f13d3e-e581-4535-9c6a-a48ee31ad31d	46f13d3e-e581-4535-9c6a-a48ee31ad31d/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B07_1348280.grch38.seg.v2.txt	495f3f8d740838c7f621dfda14736fcb	32435	validated
46fe9e42-14f5-43f9-94a2-7f81b489455e	46fe9e42-14f5-43f9-94a2-7f81b489455e/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B11_1348472.grch38.seg.v2.txt	6a9786627f75bd1462237501d6e380c2	27971	validated
483e3c6b-966c-462a-b836-4c0a6868048e	483e3c6b-966c-462a-b836-4c0a6868048e/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B09_1348398.grch38.seg.v2.txt	c54fc01cc7ee86b5b6225b119c2720ce	17715	validated
48d05650-971e-4407-9cf1-7e9d71b1ff20	48d05650-971e-4407-9cf1-7e9d71b1ff20/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G08_1348614.grch38.seg.v2.txt	ea50a13fc437ecbc426b71b7c05550b9	47227	validated
4b09eac7-8b71-4ff5-93d1-97dfcc342132	4b09eac7-8b71-4ff5-93d1-97dfcc342132/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E07_1348450.grch38.seg.v2.txt	43b3f2634a3df4423eb063ce8b1bd314	44691	validated
4b488f8d-ddab-4fc9-a82e-0b29b0e1c173	4b488f8d-ddab-4fc9-a82e-0b29b0e1c173/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E09_1348242.grch38.seg.v2.txt	a57621c5ac24da31a621154fa8796e9c	30455	validated
4ea747a7-890d-4f0a-a7e3-ede6e6315594	4ea747a7-890d-4f0a-a7e3-ede6e6315594/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F10_1348394.grch38.seg.v2.txt	dee39e98e8830444541ad21b9ca51c7e	38259	validated
4ec2de4f-99a9-48c6-b789-6e2932c51ace	4ec2de4f-99a9-48c6-b789-6e2932c51ace/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D02_1348428.grch38.seg.v2.txt	224f32aeedaa06e3fd019b31bda95000	34419	validated
4f3e6f9b-cc36-44e3-abd7-3732b1840b21	4f3e6f9b-cc36-44e3-abd7-3732b1840b21/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C02_1348492.grch38.seg.v2.txt	6992a17377f4fb09227dd4515ecacd3a	28104	validated
